GEOIDFQ,NAME,GEOTYPE,YEAR,Number of sales,Median home sale price (2023 dollars),Median home sale price (year-of dollars),Median income (2023 dollars),Median income (year-of dollars),Median income MOE (year-of dollars),Mean income (2023 dollars),Mean income (year-of dollars),Mean income MOE (year-of dollars),Median sale price/income ratio (MSA med inc),Median sale price/income ratio (geography med inc)
0700000US390412144899999,Delaware Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2017,49,346320,278600,,,,,,,4.369236559814315,
0700000US390412144899999,Delaware Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2018,26,383749,316250,,,,,,,4.9373946168737906,
0700000US390412144899999,Delaware Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2019,34,378349,317450,,,,,,,4.723466305593168,
0700000US390412144899999,Delaware Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2020,37,440316,374000,,,,,,,5.379514692979302,
0700000US390412144899999,Delaware Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2021,40,439337,390700,,,,,,,5.438550091176102,
0700000US390412144899999,Delaware Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2022,24,446121,428482,,,,,,,5.654519181281919,
0700000US390412144899999,Delaware Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2023,34,472500,472500,,,,,,,6.105439979325494,
0700000US390412969499999,Genoa Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2012,324,371598,280000,,,,,,,5.214249799810052,
0700000US390412969499999,Genoa Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2013,430,422558,323062,,,,,,,5.973899295475139,
0700000US390412969499999,Genoa Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2014,390,413480,321250,,,,,,,5.6988522467226055,
0700000US390412969499999,Genoa Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2015,426,437094,340000,,,,,,,5.842727522683529,
0700000US390412969499999,Genoa Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2016,443,431649,340000,,,,,,,5.6390353932397925,
0700000US390412969499999,Genoa Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2017,490,453597,364900,,,,,,,5.722664826547896,
0700000US390412969499999,Genoa Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2018,419,439263,362000,,,,,,,5.65165802785237,
0700000US390412969499999,Genoa Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2019,461,464817,390000,,,,,,,5.802966952847174,
0700000US390412969499999,Genoa Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2020,418,482110,409500,,,,,,,5.890137076938567,
0700000US390412969499999,Genoa Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2021,438,521762,464000,,,,,,,6.4588872339537025,
0700000US390412969499999,Genoa Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2022,340,540364,519000,,,,,,,6.849043905142721,
0700000US390412969499999,Genoa Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2023,258,550000,550000,,,,,,,7.106861351595813,
0700000US390413351699999,Harlem Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2012,22,524815,395450,,,,,,,7.364196726196018,
0700000US390413351699999,Harlem Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2013,34,394028,301250,,,,,,,5.5705541892416655,
0700000US390413351699999,Harlem Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2014,37,290755,225900,,,,,,,4.00737968104167,
0700000US390413351699999,Harlem Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2015,40,357389,278000,,,,,,,4.777288974429474,
0700000US390413351699999,Harlem Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2016,58,384675,303000,,,,,,,5.025375659269579,
0700000US390413351699999,Harlem Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2017,53,366706,295000,,,,,,,4.626434978985007,
0700000US390413351699999,Harlem Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2018,52,435623,359000,,,,,,,5.604821082870168,
0700000US390413351699999,Harlem Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2019,48,414462,347750,,,,,,,5.174312199622063,
0700000US390413351699999,Harlem Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2020,42,497357,422450,,,,,,,6.076406369115256,
0700000US390413351699999,Harlem Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2021,43,551111,490100,,,,,,,6.822199640863599,
0700000US390413351699999,Harlem Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2022,38,658016,632000,,,,,,,8.340261556936802,
0700000US390413351699999,Harlem Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2023,42,610450,610450,,,,,,,7.887970021966662,
0700000US390414036299999,Kingston Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2012,15,248174,187000,,,,,,,3.4823739734445707,
0700000US390414036299999,Kingston Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2013,26,321435,245750,,,,,,,4.544277815788014,
0700000US390414036299999,Kingston Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2014,23,411871,320000,,,,,,,5.676677724361817,
0700000US390414036299999,Kingston Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2015,18,345497,268750,,,,,,,4.618332416827055,
0700000US390414036299999,Kingston Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2016,34,332306,261750,,,,,,,4.341227982883869,
0700000US390414036299999,Kingston Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2017,19,363847,292700,,,,,,,4.590364468979362,
0700000US390414036299999,Kingston Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2018,16,319740,263500,,,,,,,4.113845000936739,
0700000US390414036299999,Kingston Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2019,25,417144,350000,,,,,,,5.207790855119258,
0700000US390414036299999,Kingston Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2020,17,476930,405100,,,,,,,5.826848668785869,
0700000US390414036299999,Kingston Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2021,37,510395,453892,,,,,,,6.318183716365763,
0700000US390414036299999,Kingston Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2022,39,478936,460000,,,,,,,6.070443538276786,
0700000US390414036299999,Kingston Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2023,26,537500,537500,,,,,,,6.945341775423182,
0700000US390414310699999,Liberty Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2012,209,454543,342500,,,,,,,6.37814484441051,
0700000US390414310699999,Liberty Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2013,253,447982,342500,,,,,,,6.3333271695112705,
0700000US390414310699999,Liberty Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2014,243,458206,356000,,,,,,,6.315303968352522,
0700000US390414310699999,Liberty Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2015,297,482089,375000,,,,,,,6.444184767665658,
0700000US390414310699999,Liberty Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2016,295,482431,380000,,,,,,,6.302451321856238,
0700000US390414310699999,Liberty Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2017,292,536420,431528,,,,,,,6.767572611504924,
0700000US390414310699999,Liberty Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2018,298,545985,449950,,,,,,,7.024761131580592,
0700000US390414310699999,Liberty Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2019,327,515470,432500,,,,,,,6.435341556683084,
0700000US390414310699999,Liberty Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2020,356,614264,521750,,,,,,,7.504710671288638,
0700000US390414310699999,Liberty Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2021,341,574085,510531,,,,,,,7.106599479391417,
0700000US390414310699999,Liberty Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2022,356,536200,515000,,,,,,,6.796257439592488,
0700000US390414310699999,Liberty Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2023,369,538829,538829,,,,,,,6.962514536761856,
0700000US390414790899999,Marlboro Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2012,1,,,,,,,,,,
0700000US390414790899999,Marlboro Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2014,4,,,,,,,,,,
0700000US390414790899999,Marlboro Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2015,2,,,,,,,,,,
0700000US390414790899999,Marlboro Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2016,6,,,,,,,,,,
0700000US390414790899999,Marlboro Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2017,1,,,,,,,,,,
0700000US390414790899999,Marlboro Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2018,4,,,,,,,,,,
0700000US390414790899999,Marlboro Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2019,1,,,,,,,,,,
0700000US390414790899999,Marlboro Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2020,2,,,,,,,,,,
0700000US390414790899999,Marlboro Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2021,4,,,,,,,,,,
0700000US390414790899999,Marlboro Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2022,1,,,,,,,,,,
0700000US390415861899999,Orange Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2012,356,350297,263950,,,,,,,4.9153615523566545,
0700000US390415861899999,Orange Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2013,381,366233,280000,,,,,,,5.177610532739141,
0700000US390415861899999,Orange Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2014,427,368110,286000,,,,,,,5.073530716148374,
0700000US390415861899999,Orange Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2015,516,372815,290000,,,,,,,4.983502886994775,
0700000US390415861899999,Orange Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2016,594,378327,298000,,,,,,,4.942448668192524,
0700000US390415861899999,Orange Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2017,587,399026,321000,,,,,,,5.0341885703531775,
0700000US390415861899999,Orange Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2018,518,401040,330500,,,,,,,5.159870105539249,
0700000US390415861899999,Orange Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2019,512,413568,347000,,,,,,,5.163152647789665,
0700000US390415861899999,Orange Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2020,524,447380,380000,,,,,,,5.4658170677329805,
0700000US390415861899999,Orange Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2021,506,491750,437310,,,,,,,6.087368977853256,
0700000US390415861899999,Orange Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2022,450,503663,483750,,,,,,,6.3838631774812935,
0700000US390415861899999,Orange Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2023,377,540000,540000,,,,,,,6.977645690657708,
0700000US390415926299999,Oxford Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2012,3,,,,,,,,,,
0700000US390415926299999,Oxford Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2013,8,,,,,,,,,,
0700000US390415926299999,Oxford Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2014,6,,,,,,,,,,
0700000US390415926299999,Oxford Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2015,5,,,,,,,,,,
0700000US390415926299999,Oxford Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2016,3,,,,,,,,,,
0700000US390415926299999,Oxford Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2017,8,,,,,,,,,,
0700000US390415926299999,Oxford Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2018,10,270535,222950,,,,,,,3.480765627927309,
0700000US390415926299999,Oxford Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2019,10,325074,272750,,,,,,,4.058357016382222,
0700000US390415926299999,Oxford Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2020,19,370854,315000,,,,,,,4.530874674568128,
0700000US390415926299999,Oxford Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2021,8,,,,,,,,,,
0700000US390415926299999,Oxford Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2022,4,,,,,,,,,,
0700000US390415926299999,Oxford Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2023,8,,,,,,,,,,
0700000US390416417899999,Porter Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2012,14,324152,244250,,,,,,,4.54850183429859,
0700000US390416417899999,Porter Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2013,12,179847,137500,,,,,,,2.5425766008986854,
0700000US390416417899999,Porter Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2014,28,360387,280000,,,,,,,4.96709300881659,
0700000US390416417899999,Porter Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2015,38,309501,240750,,,,,,,4.137166620841352,
0700000US390416417899999,Porter Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2016,14,367219,289250,,,,,,,4.797326433807676,
0700000US390416417899999,Porter Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2017,18,384731,309500,,,,,,,4.853836020324948,
0700000US390416417899999,Porter Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2018,21,515710,425000,,,,,,,6.6352338724786115,
0700000US390416417899999,Porter Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2019,16,345633,290000,,,,,,,4.315026708527386,
0700000US390416417899999,Porter Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2020,33,482699,410000,,,,,,,5.897328941501373,
0700000US390416417899999,Porter Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2021,18,490838,436500,,,,,,,6.076086805217223,
0700000US390416417899999,Porter Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2022,19,442495,425000,,,,,,,5.608561964712248,
0700000US390416417899999,Porter Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2023,10,547500,547500,,,,,,,7.074557436361287,
0700000US390416531299999,Radnor Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2012,7,,,,,,,,,,
0700000US390416531299999,Radnor Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2013,11,255055,195000,,,,,,,3.605835906729045,
0700000US390416531299999,Radnor Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2014,11,184055,143000,,,,,,,2.536765358074187,
0700000US390416531299999,Radnor Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2015,23,334248,260000,,,,,,,4.467968105581523,
0700000US390416531299999,Radnor Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2016,20,360554,284000,,,,,,,4.710253093176767,
0700000US390416531299999,Radnor Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2017,15,313254,252000,,,,,,,3.9520732701838033,
0700000US390416531299999,Radnor Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2018,25,291224,240000,,,,,,,3.7469555985761573,
0700000US390416531299999,Radnor Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2019,19,399266,335000,,,,,,,4.98459981847129,
0700000US390416531299999,Radnor Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2020,22,347249,294950,,,,,,,4.242480905599586,
0700000US390416531299999,Radnor Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2021,15,455417,405000,,,,,,,5.637606314119073,
0700000US390416531299999,Radnor Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2022,12,374819,360000,,,,,,,4.750781899520963,
0700000US390416531299999,Radnor Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2023,10,583000,583000,,,,,,,7.533273032691562,
0700000US390417084299999,Scioto Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2012,17,272062,205000,,,,,,,3.817575746289503,
0700000US390417084299999,Scioto Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2013,22,235109,179750,,,,,,,3.323841047356645,
0700000US390417084299999,Scioto Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2014,29,287022,223000,,,,,,,3.9559347891646413,
0700000US390417084299999,Scioto Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2015,24,313615,243950,,,,,,,4.192156997525433,
0700000US390417084299999,Scioto Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2016,30,412605,325000,,,,,,,5.390254420008624,
0700000US390417084299999,Scioto Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2017,28,363599,292500,,,,,,,4.5872279028919145,
0700000US390417084299999,Scioto Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2018,29,406501,335000,,,,,,,5.2301255230125525,
0700000US390417084299999,Scioto Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2019,33,333715,280000,,,,,,,4.166232684095407,
0700000US390417084299999,Scioto Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2020,33,394400,335000,,,,,,,4.818549257080391,
0700000US390417084299999,Scioto Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2021,38,480662,427450,,,,,,,5.950110664123944,
0700000US390417084299999,Scioto Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2022,28,438278,420950,,,,,,,5.555115668342636,
0700000US390417084299999,Scioto Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2023,31,492500,492500,,,,,,,6.363871301201706,
0700000US390417661799999,Thompson Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2012,5,,,,,,,,,,
0700000US390417661799999,Thompson Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2013,5,,,,,,,,,,
0700000US390417661799999,Thompson Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2014,4,,,,,,,,,,
0700000US390417661799999,Thompson Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2015,6,,,,,,,,,,
0700000US390417661799999,Thompson Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2016,10,197987,155950,,,,,,,2.5864928516933694,
0700000US390417661799999,Thompson Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2017,7,,,,,,,,,,
0700000US390417661799999,Thompson Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2018,6,,,,,,,,,,
0700000US390417661799999,Thompson Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2019,10,234196,196500,,,,,,,2.923802580088384,
0700000US390417661799999,Thompson Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2020,5,,,,,,,,,,
0700000US390417661799999,Thompson Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2021,6,,,,,,,,,,
0700000US390417661799999,Thompson Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2022,7,,,,,,,,,,
0700000US390417661799999,Thompson Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2023,5,,,,,,,,,,
0700000US390417733699999,Trenton Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2012,10,272062,205000,,,,,,,3.817575746289503,
0700000US390417733699999,Trenton Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2013,20,235959,180400,,,,,,,3.3358605003790753,
0700000US390417733699999,Trenton Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2014,22,253236,196750,,,,,,,3.490269819588086,
0700000US390417733699999,Trenton Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2015,22,247472,192500,,,,,,,3.3080148474017044,
0700000US390417733699999,Trenton Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2016,25,374519,295000,,,,,,,4.89269247354629,
0700000US390417733699999,Trenton Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2017,23,323075,259900,,,,,,,4.075967630637978,
0700000US390417733699999,Trenton Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2018,22,339458,279750,,,,,,,4.367545119590333,
0700000US390417733699999,Trenton Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2019,36,390327,327500,,,,,,,4.873004300147306,
0700000US390417733699999,Trenton Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2020,26,453266,385000,,,,,,,5.537735713361045,
0700000US390417733699999,Trenton Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2021,35,376703,335000,,,,,,,4.66320522278985,
0700000US390417733699999,Trenton Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2022,19,416466,400000,,,,,,,5.2786465550232915,
0700000US390417733699999,Trenton Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2023,21,481000,481000,,,,,,,6.215273291122884,
0700000US390417756099999,Troy Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2012,6,,,,,,,,,,
0700000US390417756099999,Troy Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2013,16,217712,166450,,,,,,,3.077904547051536,
0700000US390417756099999,Troy Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2014,19,253558,197000,,,,,,,3.494704724060244,
0700000US390417756099999,Troy Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2015,41,244258,190000,,,,,,,3.265053615617267,
0700000US390417756099999,Troy Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2016,15,242485,191000,,,,,,,3.16781105914353,
0700000US390417756099999,Troy Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2017,29,335630,270000,,,,,,,4.234364218054075,
0700000US390417756099999,Troy Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2018,13,300932,248000,,,,,,,3.8718541185286957,
0700000US390417756099999,Troy Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2019,15,309759,259900,,,,,,,3.8671566949871297,
0700000US390417756099999,Troy Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2020,25,353194,300000,,,,,,,4.315118737683932,
0700000US390417756099999,Troy Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2021,35,472284,420000,,,,,,,5.8464065479753335,
0700000US390417756099999,Troy Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2022,23,353996,340000,,,,,,,4.486849571769798,
0700000US390417756099999,Troy Township (Delaware),COUNTY-TOWNSHIP-REMAINDER,2023,24,415225,415225,,,,,,,5.365357281302494,
